score,steps
52,1921
53,1924
54,1946
55,1972
56,1989
57,1997
58,2030
59,2056
60,2071
61,2077
62,2101
63,2118
64,2138
65,2162
66,2168
67,2189
68,2198
69,2222
70,2228
71,2242
72,2264
73,2286
74,2290
75,2308
76,2324
77,2341
78,2347
79,2358
80,2372
81,2375
82,2376
83,2383
84,2396
85,2397
86,2404
87,2410
88,2415
89,2417
90,2420
91,2426
92,2429
93,2430
94,2434
95,2435
96,2436
97,2437
1,89
2,100
3,114
4,188
5,256
6,259
7,335
8,346
9,383
10,470
11,514
12,525
13,539
14,589
15,656
16,665
17,737
18,797
19,869
20,892
21,925
22,992
23,1036
24,1037
25,1085
26,1122
27,1183
28,1226
29,1228
30,1260
31,1276
32,1307
33,1315
34,1352
35,1366
36,1411
37,1464
38,1510
39,1556
40,1571
41,1588
42,1605
43,1651
44,1663
45,1703
46,1717
47,1743
48,1744
49,1787
50,1806
51,1841
52,1859
53,1868
54,1906
55,1940
56,1960
57,1968
58,1996
59,2003
60,2009
61,2024
62,2030
63,2056
64,2058
65,2081
66,2091
67,2104
68,2114
69,2119
70,2135
71,2148
72,2163
73,2186
74,2206
75,2211
76,2218
77,2236
78,2251
79,2268
80,2286
81,2291
82,2299
83,2301
84,2302
85,2312
86,2319
87,2328
88,2332
89,2333
90,2340
91,2342
92,2345
93,2349
94,2353
95,2354
96,2356
97,2357
1,42
2,56
3,81
4,137
5,151
6,185
7,235
8,303
9,342
10,395
11,478
12,543
13,559
14,595
15,659
16,733
17,813
18,846
19,863
20,927
21,943
22,987
23,1022
24,1058
25,1131
26,1133
27,1192
28,1198
29,1226
30,1273
31,1278
32,1326
33,1380
34,1427
35,1463
36,1476
37,1477
38,1484
39,1499
40,1533
41,1534
42,1558
43,1567
44,1603
45,1606
46,1645
47,1669
48,1676
49,1716
50,1758
51,1786
52,1820
53,1838
54,1855
55,1866
56,1877
57,1892
58,1893
59,1932
60,1969
61,1984
62,2020
63,2027
64,2036
65,2047
66,2075
67,2082
68,2088
69,2099
70,2123
71,2129
72,2146
73,2153
74,2169
75,2183
76,2200
77,2216
78,2221
79,2224
80,2230
81,2244
82,2253
83,2257
84,2270
85,2278
86,2289
87,2296
88,2304
89,2305
90,2310
91,2316
92,2318
93,2321
94,2323
95,2326
96,2327
97,2328
1,1
2,67
3,96
4,174
5,208
6,242
7,279
8,347
9,400
10,471
11,522
12,604
13,665
14,682
15,700
16,716
17,792
18,814
19,821
20,834
21,849
22,925
23,952
24,990
25,1017
26,1040
27,1066
28,1099
29,1160
30,1168
31,1190
32,1251
33,1274
34,1314
35,1317
36,1353
37,1370
38,1379
39,1429
40,1430
41,1482
42,1537
43,1588
44,1642
45,1677
46,1689
47,1717
48,1750
49,1787
50,1810
51,1857
52,1875
53,1886
54,1916
55,1953
56,1975
57,1978
58,2014
59,2018
60,2051
61,2088
62,2112
63,2128
64,2151
65,2183
66,2206
67,2235
68,2239
69,2261
70,2279
71,2297
72,2311
73,2318
74,2323
75,2325
76,2334
77,2342
78,2361
79,2365
80,2374
81,2391
82,2402
83,2417
84,2427
85,2429
86,2437
87,2441
88,2451
89,2457
90,2458
91,2464
92,2468
93,2470
94,2474
95,2476
96,2477
97,2478
1,68
2,96
3,116
4,163
5,200
6,275
7,338
8,394
9,441
10,487
11,504
12,529
13,539
14,542
15,616
16,682
17,685
18,705
19,711
20,776
21,800
22,802
23,830
24,841
25,897
26,943
27,972
28,1023
29,1068
30,1112
31,1171
32,1196
33,1211
34,1214
35,1234
36,1237
37,1256
38,1257
39,1267
40,1309
41,1325
42,1330
43,1344
44,1359
45,1366
46,1412
47,1435
48,1474
49,1503
50,1506
51,1511
52,1529
53,1552
54,1577
55,1584
56,1605
57,1611
58,1618
59,1630
60,1632
61,1642
62,1650
63,1676
64,1680
65,1683
66,1699
67,1729
68,1744
69,1772
70,1774
71,1791
72,1799
73,1817
74,1821
75,1823
76,1843
77,1855
78,1864
79,1881
80,1883
81,1890
82,1904
83,1916
84,1924
85,1925
86,1930
87,1940
88,1950
89,1953
90,1961
91,1962
92,1968
93,1970
94,1972
95,1974
96,1976
97,1977
1,85
2,118
3,169
4,188
5,235
6,284
7,347
8,348
9,394
10,399
11,456
12,518
13,566
14,579
15,624
16,685
17,712
18,754
19,772
20,817
21,868
22,941
23,993
24,999
25,1055
26,1101
27,1143
28,1166
29,1176
30,1177
31,1232
32,1241
33,1244
34,1252
35,1310
36,1313
37,1344
38,1381
39,1404
40,1446
41,1453
42,1471
43,1502
44,1504
45,1533
46,1545
47,1576
48,1617
49,1665
50,1704
51,1707
52,1749
53,1755
54,1768
55,1780
56,1794
57,1834
58,1839
59,1851
60,1856
61,1881
62,1883
63,1908
64,1927
65,1934
66,1958
67,1961
68,1962
69,1990
70,2009
71,2035
72,2053
73,2072
74,2073
75,2086
76,2089
77,2094
78,2112
79,2115
80,2131
81,2145
82,2156
83,2160
84,2167
85,2178
86,2184
87,2187
88,2193
89,2196
90,2199
91,2201
92,2204
93,2209
94,2210
95,2212
96,2213
97,2214
1,36
2,96
3,186
4,271
5,274
6,356
7,361
8,434
9,500
10,581
11,637
12,701
13,770
14,821
15,885
16,948
17,1010
18,1077
19,1135
20,1190
21,1255
22,1284
23,1306
24,1338
25,1367
26,1371
27,1403
28,1425
29,1466
30,1525
31,1536
32,1571
33,1603
34,1631
35,1646
36,1701
37,1713
38,1760
39,1816
40,1835
41,1863
42,1887
43,1892
44,1905
45,1945
46,1952
47,1990
48,1992
49,2039
50,2085
51,2089
52,2124
53,2150
54,2172
55,2211
56,2239
57,2242
58,2269
59,2278
60,2280
61,2285
62,2290
63,2293
64,2307
65,2316
66,2328
67,2343
68,2364
69,2387
70,2391
71,2415
72,2426
73,2427
74,2450
75,2455
76,2459
77,2466
78,2485
79,2492
80,2497
81,2500
82,2511
83,2514
84,2527
85,2540
86,2544
87,2549
88,2557
89,2566
90,2569
91,2570
92,2571
93,2575
94,2577
95,2579
96,2581
97,2582
1,1
2,50
3,108
4,149
5,225
6,275
7,348
8,350
9,359
10,396
11,474
12,524
13,604
14,638
15,711
16,752
17,756
18,782
19,845
20,904
21,924
22,962
23,1032
24,1057
25,1076
26,1078
27,1094
28,1112
29,1123
30,1154
31,1218
32,1225
33,1227
34,1252
35,1313
36,1352
37,1402
38,1423
39,1448
40,1450
41,1469
42,1478
43,1487
44,1502
45,1544
46,1569
47,1575
48,1597
49,1605
50,1644
51,1657
52,1673
53,1703
54,1730
55,1735
56,1740
57,1779
58,1815
59,1840
60,1873
61,1900
62,1925
63,1931
64,1965
65,1980
66,1999
67,2012
68,2028
69,2047
70,2061
71,2085
72,2095
73,2101
74,2112
75,2121
76,2136
77,2153
78,2167
79,2178
80,2179
81,2180
82,2188
83,2190
84,2195
85,2206
86,2213
87,2218
88,2224
89,2225
90,2229
91,2236
92,2238
93,2239
94,2242
95,2243
96,2244
97,2245
1,74
2,109
3,173
4,198
5,291
6,375
7,430
8,483
9,561
10,599
11,623
12,684
13,701
14,753
15,795
16,840
17,908
18,929
19,970
20,974
21,976
22,1042
23,1095
24,1124
25,1169
26,1181
27,1223
28,1235
29,1283
30,1324
31,1365
32,1428
33,1491
34,1506
35,1508
36,1552
37,1581
38,1623
39,1629
40,1657
41,1703
42,1737
43,1753
44,1789
45,1817
46,1818
47,1863
48,1910
49,1927
50,1971
51,2001
52,2030
53,2074
54,2084
55,2104
56,2117
57,2156
58,2175
59,2189
60,2205
61,2206
62,2213
63,2237
64,2239
65,2263
66,2287
67,2304
68,2320
69,2348
70,2351
71,2372
72,2398
73,2409
74,2429
75,2440
76,2450
77,2453
78,2472
79,2490
80,2496
81,2508
82,2519
83,2526
84,2536
85,2539
86,2548
87,2555
88,2565
89,2568
90,2572
91,2578
92,2580
93,2585
94,2587
95,2589
96,2591
97,2592
1,50
2,134
3,143
4,159
5,221
6,284
7,296
8,377
9,401
10,433
11,476
12,486
13,526
14,582
15,642
16,671
17,750
18,782
19,803
20,847
21,848
22,900
23,902
24,925
25,938
26,956
27,1027
28,1069
29,1133
30,1195
31,1242
32,1289
33,1324
34,1383
35,1428
36,1437
37,1492
38,1533
39,1586
40,1601
41,1620
42,1667
43,1715
44,1741
45,1794
46,1828
47,1854
48,1897
49,1925
50,1941
51,1982
52,2017
53,2053
54,2086
55,2112
56,2137
57,2170
58,2187
59,2193
60,2209
61,2210
62,2239
63,2244
64,2254
65,2263
66,2265
67,2268
68,2297
69,2310
70,2319
71,2335
72,2350
73,2358
74,2366
75,2379
76,2398
77,2407
78,2426
79,2441
80,2443
81,2450
82,2452
83,2461
84,2469
85,2482
86,2486
87,2492
88,2495
89,2497
90,2501
91,2506
92,2507
93,2510
94,2512
95,2514
96,2515
97,2516
1,26
2,111
3,183
4,238
5,308
6,360
7,389
8,478
9,535
10,579
11,654
12,696
13,711
14,764
15,788
16,827
17,902
18,936
19,1014
20,1015
21,1050
22,1070
23,1130
24,1142
25,1198
26,1224
27,1281
28,1290
29,1328
30,1394
31,1406
32,1438
33,1467
34,1481
35,1533
36,1574
37,1632
38,1664
39,1687
40,1710
41,1720
42,1761
43,1767
44,1816
45,1860
46,1888
47,1934
48,1967
49,1983
50,1993
51,1999
52,2039
53,2042
54,2072
55,2082
56,2112
57,2130
58,2153
59,2185
60,2187
61,2196
62,2205
63,2210
64,2232
65,2239
66,2271
67,2291
68,2303
69,2330
70,2354
71,2379
72,2399
73,2404
74,2417
75,2422
76,2437
77,2442
78,2454
79,2458
80,2476
81,2484
82,2499
83,2510
84,2523
85,2524
86,2536
87,2543
88,2545
89,2551
90,2555
91,2560
92,2561
93,2565
94,2569
95,2570
96,2571
97,2572
1,76
2,82
3,172
4,214
5,291
6,377
7,393
8,426
9,437
10,505
11,507
12,561
13,627
14,636
15,638
16,640
17,655
18,678
19,751
20,768
21,777
22,792
23,839
24,842
25,907
26,931
27,981
28,983
29,1024
30,1085
31,1110
32,1157
33,1178
34,1185
35,1224
36,1267
37,1294
38,1341
39,1378
40,1432
41,1451
42,1495
43,1523
44,1549
45,1592
46,1595
47,1616
48,1647
49,1666
50,1689
51,1706
52,1714
53,1744
54,1775
55,1782
56,1820
57,1821
58,1835
59,1864
60,1896
61,1902
62,1926
63,1950
64,1976
65,1982
66,2011
67,2042
68,2050
69,2071
70,2091
71,2101
72,2127
73,2128
74,2152
75,2153
76,2173
77,2193
78,2200
79,2214
80,2232
81,2247
82,2254
83,2268
84,2277
85,2279
86,2280
87,2286
88,2289
89,2290
90,2295
91,2298
92,2301
93,2305
94,2307
95,2310
96,2312
97,2313
1,40
2,54
3,126
4,190
5,200
6,226
7,301
8,384
9,426
10,497
11,573
12,654
13,731
14,789
15,841
16,902
17,919
18,988
19,992
20,1028
21,1105
22,1135
23,1168
24,1189
25,1199
26,1208
27,1276
28,1280
29,1302
30,1369
31,1416
32,1458
33,1476
34,1522
35,1533
36,1565
37,1601
38,1642
39,1647
40,1669
41,1699
42,1718
43,1726
44,1739
45,1792
46,1839
47,1859
48,1888
49,1904
50,1934
51,1962
52,1987
53,1991
54,2006
55,2007
56,2045
57,2072
58,2101
59,2127
60,2149
61,2181
62,2205
63,2223
64,2228
65,2229
66,2256
67,2280
68,2301
69,2327
70,2337
71,2348
72,2365
73,2390
74,2400
75,2407
76,2414
77,2424
78,2438
79,2443
80,2445
81,2452
82,2466
83,2476
84,2487
85,2500
86,2503
87,2514
88,2516
89,2525
90,2529
91,2533
92,2536
93,2537
94,2541
95,2543
96,2544
97,2545
1,69
2,107
3,127
4,153
5,167
6,226
7,302
8,361
9,417
10,467
11,503
12,587
13,645
14,708
15,778
16,839
17,863
18,883
19,923
20,960
21,1008
22,1047
23,1055
24,1066
25,1136
26,1156
27,1161
28,1228
29,1272
30,1296
31,1338
32,1374
33,1434
34,1460
35,1482
36,1483
37,1542
38,1551
39,1598
40,1651
41,1683
42,1719
43,1746
44,1754
45,1769
46,1770
47,1792
48,1806
49,1851
50,1894
51,1919
52,1963
53,1966
54,1976
55,2010
56,2023
57,2057
58,2059
59,2079
60,2090
61,2119
62,2140
63,2143
64,2146
65,2178
66,2188
67,2199
68,2202
69,2227
70,2243
71,2244
72,2268
73,2278
74,2301
75,2313
76,2314
77,2335
78,2352
79,2364
80,2370
81,2373
82,2380
83,2383
84,2390
85,2398
86,2407
87,2408
88,2412
89,2414
90,2420
91,2421
92,2423
93,2424
94,2427
95,2429
96,2431
97,2432
1,93
2,166
3,235
4,317
5,343
6,397
7,452
8,541
9,613
10,640
11,672
12,740
13,786
14,845
15,927
16,942
17,995
18,1059
19,1098
20,1126
21,1139
22,1158
23,1166
24,1189
25,1245
26,1249
27,1254
28,1320
29,1368
30,1432
31,1450
32,1475
33,1518
34,1580
35,1592
36,1628
37,1637
38,1664
39,1687
40,1741
41,1780
42,1790
43,1802
44,1826
45,1863
46,1894
47,1923
48,1945
49,1967
50,1976
51,1995
52,2021
53,2029
54,2036
55,2067
56,2084
57,2105
58,2130
59,2164
60,2201
61,2232
62,2246
63,2249
64,2254
65,2257
66,2264
67,2268
68,2280
69,2281
70,2291
71,2313
72,2320
73,2336
74,2357
75,2358
76,2364
77,2366
78,2379
79,2394
80,2410
81,2417
82,2419
83,2431
84,2444
85,2447
86,2459
87,2461
88,2466
89,2467
90,2468
91,2471
92,2477
93,2478
94,2480
95,2481
96,2483
97,2484
1,94
2,140
3,223
4,240
5,280
6,354
7,391
8,433
9,475
10,482
11,513
12,547
13,583
14,603
15,669
16,740
17,749
18,808
19,884
20,930
21,967
22,1008
23,1070
24,1136
25,1188
26,1248
27,1281
28,1312
29,1366
30,1419
31,1432
32,1493
33,1529
34,1533
35,1573
36,1592
37,1634
38,1685
39,1707
40,1744
41,1798
42,1802
43,1829
44,1868
45,1876
46,1918
47,1933
48,1945
49,1982
50,2026
51,2033
52,2040
53,2080
54,2105
55,2121
56,2141
57,2161
58,2172
59,2198
60,2209
61,2221
62,2249
63,2274
64,2304
65,2328
66,2358
67,2388
68,2389
69,2395
70,2406
71,2426
72,2444
73,2460
74,2466
75,2487
76,2490
77,2496
78,2507
79,2524
80,2532
81,2549
82,2555
83,2558
84,2569
85,2571
86,2577
87,2584
88,2594
89,2595
90,2596
91,2600
92,2601
93,2606
94,2607
95,2609
96,2611
97,2612
1,31
2,59
3,154
4,159
5,172
6,237
7,292
8,323
9,396
10,451
11,489
12,543
13,550
14,580
15,662
16,686
17,705
18,762
19,788
20,866
21,882
22,914
23,941
24,969
25,980
26,1006
27,1009
28,1027
29,1046
30,1101
31,1158
32,1171
33,1224
34,1240
35,1295
36,1306
37,1337
38,1391
39,1394
40,1408
41,1461
42,1505
43,1548
44,1574
45,1579
46,1582
47,1587
48,1612
49,1640
50,1657
51,1689
52,1728
53,1757
54,1763
55,1785
56,1804
57,1843
58,1861
59,1864
60,1896
61,1911
62,1914
63,1924
64,1956
65,1982
66,1991
67,2014
68,2015
69,2035
70,2047
71,2053
72,2079
73,2099
74,2106
75,2108
76,2116
77,2129
78,2139
79,2154
80,2157
81,2167
82,2179
83,2194
84,2195
85,2204
86,2206
87,2215
88,2223
89,2232
90,2239
91,2245
92,2247
93,2252
94,2253
95,2254
96,2255
97,2256
1,66
2,151
3,206
4,218
5,263
6,349
7,398
8,483
9,571
10,598
11,659
12,706
13,742
14,757
15,783
16,831
17,894
18,965
19,974
20,980
21,1027
22,1041
23,1075
24,1103
25,1124
26,1193
27,1238
28,1263
29,1270
30,1292
31,1339
32,1367
33,1381
34,1442
35,1470
36,1476
37,1515
38,1555
39,1575
40,1584
41,1616
42,1660
43,1662
44,1668
45,1721
46,1761
47,1801
48,1809
49,1820
50,1849
51,1872
52,1873
53,1907
54,1920
55,1960
56,1983
57,2005
58,2031
59,2039
60,2042
61,2046
62,2073
63,2095
64,2102
65,2126
66,2143
67,2158
68,2183
69,2198
70,2206
71,2232
72,2242
73,2259
74,2271
75,2285
76,2298
77,2315
78,2326
79,2340
80,2352
81,2364
82,2378
83,2388
84,2397
85,2398
86,2408
87,2418
88,2426
89,2430
90,2437
91,2443
92,2445
93,2449
94,2453
95,2455
96,2457
97,2458
1,69
2,148
3,210
4,281
5,311
6,382
7,442
8,484
9,494
10,521
11,560
12,579
13,643
14,726
15,806
16,868
17,886
18,898
19,955
20,997
21,1049
22,1093
23,1099
24,1161
25,1227
26,1295
27,1325
28,1377
29,1378
30,1440
31,1475
32,1524
33,1541
34,1596
35,1613
36,1627
37,1680
38,1705
39,1718
40,1720
41,1770
42,1778
43,1782
44,1797
45,1798
46,1808
47,1817
48,1855
49,1880
50,1902
51,1914
52,1915
53,1926
54,1936
55,1942
56,1968
57,1974
58,2010
59,2023
60,2037
61,2069
62,2097
63,2119
64,2126
65,2138
66,2154
67,2165
68,2195
69,2220
70,2230
71,2251
72,2270
73,2295
74,2305
75,2325
76,2343
77,2358
78,2378
79,2392
80,2408
81,2423
82,2428
83,2431
84,2435
85,2440
86,2450
87,2460
88,2462
89,2464
90,2469
91,2473
92,2476
93,2480
94,2482
95,2484
96,2486
97,2487
1,68
2,70
3,74
4,164
5,194
6,224
7,286
8,305
9,332
10,360
11,385
12,407
13,446
14,484
15,528
16,559
17,579
18,643
19,670
20,735
21,806
22,858
23,862
24,922
25,951
26,977
27,994
28,1015
29,1021
30,1049
31,1111
32,1171
33,1184
34,1190
35,1253
36,1301
37,1345
38,1390
39,1419
40,1421
41,1426
42,1442
43,1481
44,1529
45,1559
46,1585
47,1612
48,1647
49,1663
50,1689
51,1713
52,1745
53,1755
54,1793
55,1827
56,1848
57,1878
58,1916
59,1924
60,1937
61,1944
62,1979
63,2011
64,2019
65,2029
66,2034
67,2039
68,2059
69,2074
70,2076
71,2086
72,2105
73,2128
74,2152
75,2153
76,2170
77,2185
78,2204
79,2213
80,2231
81,2247
82,2249
83,2258
84,2266
85,2276
86,2281
87,2288
88,2294
89,2295
90,2301
91,2306
92,2312
93,2315
94,2316
95,2319
96,2321
97,2322
1,10
2,104
3,196
4,212
5,256
6,265
7,275
8,288
9,367
10,407
11,425
12,461
13,485
14,564
15,643
16,658
17,730
18,807
19,811
20,860
21,892
22,955
23,1007
24,1073
25,1086
26,1099
27,1114
28,1140
29,1179
30,1197
31,1231
32,1238
33,1275
34,1335
35,1384
36,1388
37,1420
38,1448
39,1506
40,1553
41,1594
42,1621
43,1633
44,1654
45,1675
46,1719
47,1770
48,1809
49,1835
50,1868
51,1875
52,1888
53,1891
54,1928
55,1947
56,1968
57,2008
58,2009
59,2010
60,2025
61,2040
62,2075
63,2093
64,2111
65,2136
66,2146
67,2153
68,2179
69,2197
70,2213
71,2227
72,2250
73,2260
74,2282
75,2304
76,2315
77,2332
78,2340
79,2345
80,2362
81,2373
82,2380
83,2395
84,2404
85,2416
86,2424
87,2429
88,2434
89,2442
90,2444
91,2448
92,2451
93,2454
94,2456
95,2459
96,2461
97,2462
1,27
2,118
3,135
4,210
5,251
6,274
7,360
8,404
9,407
10,455
11,517
12,541
13,609
14,689
15,746
16,752
17,818
18,825
19,862
20,875
21,899
22,906
23,968
24,989
25,1009
26,1065
27,1097
28,1154
29,1200
30,1212
31,1279
32,1326
33,1367
34,1376
35,1431
36,1490
37,1519
38,1579
39,1594
40,1637
41,1656
42,1658
43,1659
44,1674
45,1697
46,1706
47,1725
48,1759
49,1771
50,1804
51,1837
52,1847
53,1884
54,1910
55,1944
56,1964
57,2001
58,2024
59,2036
60,2039
61,2076
62,2111
63,2126
64,2151
65,2170
66,2196
67,2215
68,2242
69,2252
70,2267
71,2277
72,2293
73,2313
74,2318
75,2329
76,2338
77,2349
78,2367
79,2377
80,2389
81,2391
82,2402
83,2410
84,2420
85,2421
86,2424
87,2428
88,2438
89,2444
90,2451
91,2458
92,2460
93,2463
94,2465
95,2467
96,2469
97,2470
1,53
2,142
3,165
4,186
5,195
6,241
7,295
8,341
9,361
10,400
11,412
12,468
13,514
14,566
15,603
16,683
17,715
18,749
19,772
20,804
21,805
22,824
23,899
24,921
25,964
26,967
27,1003
28,1042
29,1102
30,1142
31,1192
32,1228
33,1245
34,1295
35,1341
36,1399
37,1441
38,1466
39,1494
40,1534
41,1582
42,1597
43,1640
44,1694
45,1715
46,1764
47,1774
48,1781
49,1791
50,1794
51,1801
52,1845
53,1869
54,1883
55,1918
56,1928
57,1956
58,1958
59,1987
60,2013
61,2032
62,2040
63,2073
64,2080
65,2088
66,2091
67,2098
68,2110
69,2111
70,2116
71,2124
72,2135
73,2155
74,2175
75,2185
76,2207
77,2219
78,2226
79,2232
80,2233
81,2236
82,2240
83,2253
84,2256
85,2261
86,2263
87,2270
88,2275
89,2281
90,2289
91,2293
92,2296
93,2299
94,2300
95,2302
96,2303
97,2304
1,53
2,114
3,180
4,225
5,297
6,389
7,404
8,463
9,480
10,512
11,536
12,548
13,562
14,565
15,647
16,707
17,781
18,849
19,865
20,891
21,896
22,949
23,1005
24,1030
25,1047
26,1053
27,1063
28,1123
29,1152
30,1162
31,1225
32,1247
33,1302
34,1310
35,1369
36,1395
37,1407
38,1456
39,1476
40,1518
41,1522
42,1554
43,1595
44,1619
45,1647
46,1665
47,1701
48,1706
49,1728
50,1758
51,1795
52,1798
53,1841
54,1856
55,1881
56,1916
57,1944
58,1971
59,1987
60,2000
61,2011
62,2014
63,2017
64,2018
65,2033
66,2036
67,2048
68,2062
69,2071
70,2099
71,2105
72,2129
73,2142
74,2163
75,2172
76,2193
77,2211
78,2228
79,2234
80,2238
81,2253
82,2264
83,2273
84,2284
85,2289
86,2294
87,2301
88,2310
89,2314
90,2318
91,2322
92,2324
93,2328
94,2331
95,2332
96,2333
97,2334
1,33
2,35
3,53
4,63
5,68
6,127
7,136
8,226
9,233
10,286
11,339
12,375
13,426
14,501
15,583
16,599
17,672
18,741
19,808
20,845
21,883
22,940
23,975
24,991
25,1012
26,1023
27,1062
28,1112
29,1145
30,1147
31,1198
32,1210
33,1263
34,1272
35,1281
36,1331
37,1389
38,1391
39,1450
40,1455
41,1493
42,1500
43,1514
44,1523
45,1526
46,1572
47,1591
48,1604
49,1614
50,1650
51,1664
52,1693
53,1713
54,1744
55,1759
56,1765
57,1798
58,1824
59,1836
60,1853
61,1869
62,1889
63,1898
64,1913
65,1925
66,1928
67,1940
68,1965
69,1992
70,2002
71,2005
72,2031
73,2035
74,2036
75,2039
76,2044
77,2052
78,2053
79,2061
80,2072
81,2080
82,2081
83,2085
84,2094
85,2107
86,2117
87,2128
88,2133
89,2137
90,2140
91,2142
92,2147
93,2151
94,2155
95,2156
96,2158
97,2159
1,6
2,100
3,138
4,198
5,244
6,272
7,340
8,415
9,477
10,482
11,540
12,602
13,672
14,748
15,770
16,844
17,902
18,973
19,1013
20,1039
21,1098
22,1173
23,1177
24,1190
25,1246
26,1300
27,1370
28,1395
29,1428
30,1469
31,1485
32,1503
33,1505
34,1533
35,1535
36,1562
37,1570
38,1583
39,1594
40,1627
41,1659
42,1670
43,1682
44,1686
45,1724
46,1771
47,1822
48,1861
49,1891
50,1922
51,1960
52,1961
53,1974
54,2015
55,2029
56,2068
57,2080
58,2106
59,2116
60,2122
61,2125
62,2154
63,2184
64,2218
65,2233
66,2254
67,2264
68,2285
69,2287
70,2313
71,2319
72,2333
73,2334
74,2353
75,2371
76,2381
77,2397
78,2410
79,2415
80,2425
81,2438
82,2439
83,2447
84,2450
85,2457
86,2468
87,2474
88,2482
89,2490
90,2494
91,2497
92,2500
93,2503
94,2504
95,2506
96,2508
97,2509
1,53
2,106
3,127
4,167
5,257
6,324
7,369
8,370
9,439
10,447
11,523
12,538
13,607
14,652
15,671
16,674
17,752
18,771
19,773
20,813
21,843
22,881
23,921
24,978
25,982
26,1008
27,1051
28,1056
29,1097
30,1147
31,1152
32,1173
33,1210
34,1273
35,1332
36,1382
37,1437
38,1493
39,1516
40,1559
41,1595
42,1634
43,1642
44,1689
45,1736
46,1751
47,1770
48,1779
49,1788
50,1800
51,1837
52,1856
53,1885
54,1918
55,1953
56,1976
57,2005
58,2043
59,2071
60,2108
61,2134
62,2147
63,2166
64,2173
65,2193
66,2203
67,2221
68,2249
69,2270
70,2272
71,2285
72,2305
73,2321
74,2341
75,2344
76,2357
77,2360
78,2372
79,2387
80,2392
81,2396
82,2411
83,2420
84,2421
85,2434
86,2442
87,2449
88,2459
89,2463
90,2467
91,2469
92,2470
93,2471
94,2474
95,2476
96,2478
97,2479
1,46
2,85
3,145
4,194
5,218
6,241
7,314
8,372
9,433
10,446
11,482
12,554
13,632
14,636
15,684
16,733
17,807
18,863
19,930
20,972
21,993
22,1058
23,1121
24,1188
25,1207
26,1271
27,1273
28,1312
29,1315
30,1363
31,1404
32,1464
33,1511
34,1533
35,1591
36,1632
37,1691
38,1743
39,1773
40,1810
41,1811
42,1848
43,1853
44,1862
45,1881
46,1914
47,1953
48,1954
49,1986
50,1996
51,2018
52,2044
53,2054
54,2087
55,2116
56,2154
57,2194
58,2204
59,2238
60,2245
61,2269
62,2288
63,2305
64,2332
65,2351
66,2356
67,2374
68,2398
69,2402
70,2419
71,2441
72,2466
73,2482
74,2488
75,2494
76,2496
77,2515
78,2517
79,2526
80,2541
81,2544
82,2556
83,2561
84,2564
85,2569
86,2579
87,2589
88,2591
89,2597
90,2599
91,2605
92,2607
93,2612
94,2614
95,2616
96,2617
97,2618
1,15
2,58
3,98
4,109
5,134
6,200
7,276
8,331
9,378
10,387
11,449
12,531
13,535
14,609
15,615
16,618
17,688
18,735
19,737
20,764
21,779
22,789
23,797
24,862
25,900
26,926
27,928
28,951
29,970
30,1006
31,1014
32,1029
33,1054
34,1099
35,1133
36,1155
37,1204
38,1221
39,1248
40,1300
41,1341
42,1372
43,1392
44,1445
45,1467
46,1519
47,1569
48,1619
49,1638
50,1656
51,1688
52,1700
53,1706
54,1721
55,1745
56,1775
57,1777
58,1799
59,1820
60,1823
61,1847
62,1868
63,1871
64,1876
65,1896
66,1924
67,1930
68,1947
69,1969
70,1997
71,2024
72,2044
73,2063
74,2086
75,2102
76,2106
77,2113
78,2115
79,2126
80,2140
81,2143
82,2153
83,2163
84,2171
85,2178
86,2189
87,2199
88,2203
89,2210
90,2216
91,2222
92,2224
93,2228
94,2230
95,2231
96,2233
97,2234
1,95
2,188
3,221
4,237
5,330
6,401
7,440
8,513
9,551
10,636
11,687
12,706
13,763
14,790
15,870
16,922
17,974
18,1042
19,1121
20,1176
21,1242
22,1304
23,1327
24,1381
25,1452
26,1489
27,1521
28,1576
29,1630
30,1677
31,1686
32,1739
33,1793
34,1854
35,1916
36,1957
37,1975
38,2021
39,2056
40,2091
41,2118
42,2138
43,2175
44,2213
45,2236
46,2269
47,2285
48,2309
49,2337
50,2344
51,2383
52,2411
53,2424
54,2467
55,2476
56,2481
57,2520
58,2524
59,2555
60,2568
61,2586
62,2609
63,2619
64,2642
65,2651
66,2671
67,2680
68,2699
69,2711
70,2718
71,2743
72,2753
73,2771
74,2786
75,2809
76,2813
77,2822
78,2833
79,2849
80,2858
81,2859
82,2862
83,2865
84,2866
85,2868
86,2877
87,2885
88,2887
89,2894
90,2898
91,2902
92,2904
93,2905
94,2909
95,2912
96,2914
97,2915
1,21
2,76
3,127
4,145
5,147
6,226
7,232
8,258
9,306
10,370
11,371
12,380
13,430
14,447
15,480
16,550
17,563
18,615
19,693
20,756
21,813
22,870
23,914
24,939
25,987
26,1048
27,1072
28,1141
29,1189
30,1230
31,1236
32,1248
33,1294
34,1349
35,1398
36,1456
37,1486
38,1503
39,1518
40,1528
41,1547
42,1602
43,1656
44,1676
45,1677
46,1704
47,1755
48,1782
49,1797
50,1825
51,1869
52,1915
53,1959
54,1973
55,1978
56,2011
57,2019
58,2038
59,2072
60,2086
61,2107
62,2112
63,2125
64,2127
65,2160
66,2180
67,2195
68,2223
69,2231
70,2246
71,2254
72,2280
73,2289
74,2310
